,SOC 2018 CODE,SOC 2018 CODE_with_x,SOC 2018 CODE_with_xx,OCCUPATION,OCC_CODE,TOT_EMP,H_MEAN,A_MEAN,O_GROUP,I_GROUP,"Percent of workers, reaching at or below the shoulder is required","Percent of workers, choice of sitting or standing is allowed","Percent of workers, reaching at or below the shoulder is required, both hands","Percent of workers, fine manipulation is required, both hands","Percent of workers, reaching overhead is required, one hand","Percent of workers, reaching overhead is required, both hands","Hours of standing, mean",PCT_STAND,"Hours of sitting, mean",PCT_SIT,STANDING_BOOLEAN,SITTING_BOOLEAN,"Percent of workers, choice of sitting or standing is not allowed","Percent of workers, with the ability to pause work","Percent of workers, fine manipulation is required, one hand","Percent of workers, exposed to very loud noise","Percent of workers, hearing over the telephone is required","Percent of workers, exposed to outdoors","Percent of workers, low postures are required","Percent of workers, exposed to wetness","Percent of workers, reaching overhead is required","Percent of workers, stooping is required","Percent of workers, foot or leg controls is required","Percent of day where standing is required, mean","Percent of day where sitting is required, mean","Percent of workers, problem solving is required once per day","Percent of workers, problem solving is required less often than monthly, including never","Percent of workers, crawling is required","Percent of workers, kneeling is required","Percent of workers, crouching is required","Percent of workers, keyboarding is required","Percent of workers, driving is required","Percent of workers, with telework available","Percent of workers, minimum education level is a bachelor's degree","Percent of workers, gross manipulation is required","Percent of workers, fine manipulation is required","Percent of workers, working around crowds is required","Percent of workers, exposed to extreme cold","Percent of workers, exposed to extreme heat","Percent of workers, speaking is required","Percent of workers, exposed to heights","Percent of workers, in proximity to moving mechanical parts","Percent of workers, climbing ladders, ropes, or scaffolds is required","Percent of workers, exposed to hazardous contaminants","Percent of workers, exposed to loud noise","Percent of workers, without the ability to pause work","Percent of workers, lifting or carrying > 25 lbs is required, constantly","Percent of workers, problem solving is required not every week, but at least once per month","Percent of workers, problem solving is required not every day, but at least once per week",dots,OCC_SHORT,INJURY_RATE,nonwhite_pct,white_pct,black_pct,hisp_pct,asian_pct,noncitizen_pct,n
2,251062,25106X,2510XX,"Area, ethnic, and cultural studies teachers, postsecondary",251062,11570,*,100390,detailed,cross-industry,15,>99.5,,,<0.5,<0.5,1.08,13.5,6.18,77.25,1,77.25,<0.5,>99.5,,<0.5,>70,<0.5,<5,<0.5,<0.5,<5,<5,17.7,82.3,11.2,12.6,<0.5,<0.5,<0.5,>99.5,<5,<25,,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<20,,1,Cultural Studies Teachers (Postsecondary),6.9,24.9792894,75.0207106,6.5677857,8.3699504,12.4399409,11.89629558,425
66,231011,23101X,2310XX,Lawyers,231011,731340,84.84,176470,detailed,cross-industry,43.7,86.1,31.4,45.9,1.9,6,1.48,18.5,6.87,85.875,1,85.875,13.9,94.8,54.1,<0.5,>99.5,2.5,4.1,<0.5,7.9,<0.5,54.6,17.6,82.4,25.4,<0.5,<0.5,<0.5,<0.5,>99.5,54.5,67.1,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<5,<0.5,<0.5,5.2,<0.5,<5,10.3,15,Lawyers,1.3,25.1894011,74.8105989,10.8150978,14.1169235,6.8949890,3.881263758,44
84,131199,13119X,1311XX,"Business operations specialists, all other",131199,1103440,42.85,89130,detailed,cross-industry,53.3,>80,30.1,31.7,<0.5,1,1.41,17.625,6.58,82.25,1,82.25,<20,>99.5,68.3,<0.5,>99.5,4.2,16,1.7,1,<0.5,11.2,17.4,82.6,,,<0.5,<0.5,<0.5,>99.5,11.8,44.7,72.5,>99.5,>99.5,<5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,,,23,Business Specialists,13.1,28.6894858,71.3105142,11.5504636,12.2549727,9.2144695,5.906144167,25
83,272012,27201X,2720XX,Producers and directors,272012,154470,51.52,107170,detailed,cross-industry,,79.9,,,,,1.39,17.375,6.62,82.75,1,82.75,20.1,85,67.2,<0.5,>99.5,6.5,23.3,<5,19.5,,7.5,17.3,82.7,14,15.1,<0.5,<0.5,<0.5,>99.5,7.5,,71.6,>99.5,>99.5,0.9,<5,<0.5,>99.5,<5,<0.5,3.2,<0.5,2.5,15,<0.5,,24.7,4,Producers,4,26.7144456,73.2855544,7.4517606,11.5894408,4.6065974,5.396825397,184
58,111011,11101X,1110XX,Chief executives,111011,211230,124.47,258900,detailed,cross-industry,29.2,>99.5,23.8,<50,<10,<0.5,1.33,16.625,6.81,85.125,1,85.125,<0.5,>99.5,58.6,<0.5,>99.5,13.1,4,<0.5,<10,<0.5,43.9,16.4,83.6,14.8,<5,<0.5,<0.5,<0.5,>95,43.9,41.7,66.1,>99.5,>99.5,<15,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<10,16.2,5,CEOs,100.1,18.1966210,81.8033790,6.9445778,12.3811241,4.8905268,4.49154864,141
85,132072,13207X,1320XX,Loan officers,132072,321090,40.62,84490,detailed,cross-industry,22.9,96.2,14.8,47.7,<0.5,<5,1.33,16.625,6.73,84.125,1,84.125,3.8,97.1,,<0.5,>95,5.9,<5,<0.5,<5,<5,30.1,16.3,83.7,29.6,14.1,<0.5,<0.5,<0.5,>99.5,30.1,53.9,32.6,>95,>85,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,2.9,<0.5,12.3,18,7,Loan Officers,8.1,20.4448725,79.5551275,9.6148575,12.5900689,4.6774651,2.33689693,104
12,113131,11313X,1131XX,Training and development managers,113131,41540,66.56,138450,detailed,cross-industry,37.7,91.7,25.5,43.8,,,1.31,16.375,6.61,82.625,1,82.625,8.3,99,56.2,<0.5,>99.5,2.4,11,2.2,9.9,<10,12.6,16.2,83.8,,,<5,<5,<5,>99.5,12.9,43.7,91.7,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<5,<0.5,<0.5,<0.5,1,<0.5,,,1,Training Managers,67,22.1561328,77.8438672,11.2991169,10.2687828,3.2292333,2.579034942,350
31,112032,11203X,1120XX,Public relations managers,112032,72760,76.65,159420,detailed,cross-industry,20,95.7,16.5,66.4,<0.5,<10,1.14,14.25,5.58,69.75,1,69.75,4.3,>99.5,33.6,<0.5,>99.5,8.2,<0.5,<0.5,<10,<0.5,17.4,15.6,84.4,33,<0.5,<0.5,<0.5,<0.5,>99.5,17.4,56.9,94.2,>99.5,>99.5,3.6,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,1.1,43.4,2,PR Managers,3.4,16.1965214,83.8034786,7.2121327,9.7445891,3.9750634,3.178426755,288
58,436012,43601X,4360XX,Legal secretaries and administrative assistants,436012,152790,27.08,56330,detailed,cross-industry,58.2,97.1,41.8,34.3,12.2,14.8,1.18,14.75,6.54,81.75,1,81.75,2.9,96.8,65.7,<0.5,>99.5,<5,24.1,<0.5,26.9,,10.4,15.5,84.5,3.8,66,<0.5,<0.5,<0.5,>99.5,8.1,32.3,12.3,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<10,<0.5,<0.5,3.2,<0.5,4.7,23.5,4,Legal Secretaries,18.2,21.5767932,78.4232068,8.6562304,15.7294928,3.3550407,2.08140263,186
38,151299,15129X,1512XX,"Computer occupations, all other",151299,437170,54.05,112430,detailed,cross-industry,47.4,99,24.2,37,<0.5,<15,1.22,15.25,6.76,84.5,1,84.5,1,>85,63,<0.5,>80,13.3,13.9,<0.5,8.2,5.2,12.4,15.3,84.7,18.5,15.9,<10,,,>99.5,,,77.6,>99.5,>99.5,<5,<0.5,<0.5,>95,<0.5,<0.5,<5,<0.5,<0.5,<15,<0.5,2.6,17.2,9,Other IT Occupations,3.4,31.8070543,68.1929457,11.1361129,11.0062229,12.6495216,6.969907322,73
59,434199,43419X,4341XX,"Information and record clerks, all other",434199,151760,23,47840,detailed,cross-industry,67.3,90.4,41.1,37.7,6.2,7.5,1.2,15,6.61,82.625,1,82.625,9.6,84.2,62.3,<0.5,96.8,<0.5,35.8,<0.5,13.7,1.4,<5,15.3,84.7,<5,62,<0.5,<0.5,<0.5,96.8,<5,18,7.4,>99.5,>99.5,<0.5,<0.5,<0.5,>95,<0.5,<0.5,<0.5,<0.5,<0.5,15.8,<0.5,15.2,12.3,4,Info Clerks,38.2,33.9828509,66.0171491,20.5508589,16.7015393,3.1485342,2.978914898,188
71,113012,11301X,1130XX,Administrative services managers,113012,242520,58.27,121200,detailed,cross-industry,56.2,>90,35.3,40,<0.5,9.5,1.23,15.375,6.76,84.5,1,84.5,<10,99.4,60,<0.5,>99.5,2.6,6.6,<15,10,<0.5,20.6,15.2,84.8,48.5,1.8,<0.5,<0.5,<0.5,>99.5,20.6,42.4,59.8,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,0.6,<0.5,8.5,16.1,5,Administrative Managers,89.7,22.4807295,77.5192705,10.2258231,13.3783894,4.9073094,3.371060989,127
17,131161,13116X,1311XX,Market research analysts and marketing specialists,131161,846370,40,83190,detailed,cross-industry,33.7,>95,25.3,40.4,<5,<5,1.19,14.875,6.76,84.5,1,84.5,<5,>95,58.6,<0.5,95,8.6,6.5,<0.5,2,1.4,22,14.9,85.1,18.1,20.5,<0.5,<0.5,<0.5,>99.5,21.9,67.5,87.6,99.1,98.9,<0.5,<0.5,<0.5,>95,<0.5,<0.5,<0.5,<0.5,<0.5,<5,<0.5,12.9,23.4,17,Marketing Analysts,5.7,21.2891239,78.7108761,5.7490101,10.4037491,9.2597969,6.723702972,35
37,193033,19303X,1930XX,Clinical and counseling psychologists,193033,71730,51.25,106600,detailed,cross-industry,,>75,,46.8,<10,<0.5,1.07,13.375,6.47,80.875,1,80.875,<25,>50,53.2,<0.5,>99.5,<10,<40,<15,<10,<0.5,32.6,14.5,85.5,37.7,1.1,<0.5,<0.5,<0.5,>99.5,32.6,2.1,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<50,<0.5,<0.5,,2,Psychologists,37.6,17.1625849,82.8374151,6.9609267,7.1380495,4.3820185,2.178610649,293
63,434061,43406X,4340XX,"Eligibility interviewers, government programs",434061,150190,24.92,51840,detailed,cross-industry,42,92.1,24.1,35.7,<0.5,<10,1.11,13.875,6.76,84.5,1,84.5,7.9,77.7,64.3,<0.5,>99.5,2.8,4.8,<5,<10,,21.2,14.2,85.8,12.3,39.7,<0.5,<0.5,<0.5,>99.5,21.5,17,28.1,>99.5,>99.5,<5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,22.3,<0.5,15.9,12.2,4,Government Interviewers,117.5,43.9262031,56.0737969,22.3735506,24.0705106,5.6173166,3.092814341,192
94,436013,43601X,4360XX,Medical secretaries and administrative assistants,436013,749500,20.85,43380,detailed,cross-industry,57.9,79.8,31,<50,4.3,15,1.06,13.25,6.67,83.375,1,83.375,20.2,52.5,57.4,<0.5,>99.5,<5,16.9,9.3,19.2,1.7,2.7,13.9,86.1,3.5,89.8,<0.5,<0.5,0.9,>99.5,2.5,2.3,0.9,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,47.5,<0.5,3,3.1,15,Medical Secretaries,104.5,21.5767932,78.4232068,13.9529421,15.7232527,3.9587679,2.553983199,43
79,113121,11312X,1131XX,Human resources managers,113121,200600,74.39,154740,detailed,cross-industry,36,>99.5,26.5,<50,1,2.7,1.11,13.875,6.98,87.25,1,87.25,<0.5,>99.5,58.9,<0.5,>99.5,3.6,5.4,<0.5,3.7,<0.5,24.7,13.7,86.3,27.6,<5,<5,<0.5,<0.5,>99.5,23.9,49.6,83.1,>99.5,>99.5,1,<0.5,<0.5,>99.5,<0.5,<0.5,<5,<0.5,<0.5,<0.5,<0.5,<10,23.1,5,HR Managers,51.6,22.8176660,77.1823340,11.0941292,13.0330222,5.0633122,4.567355034,149
90,271011,27101X,2710XX,Art directors,271011,51200,60.54,125920,detailed,cross-industry,,>95,,,,,1.05,13.125,6.74,84.25,1,84.25,<5,>99.5,66.2,<0.5,>90,,,<0.5,,<0.5,9.8,13.7,86.3,,,<0.5,<0.5,<0.5,>99.5,9.8,29,81.4,>99.5,>90,2.3,<0.5,<0.5,>99.5,<5,<0.5,<5,<0.5,<0.5,<0.5,<0.5,,,2,Art Directors,22.8,17.8799632,82.1200368,4.8284439,11.5113351,5.9950875,6.03625986,331
68,112021,11202X,1120XX,Marketing managers,112021,368940,80,166410,detailed,cross-industry,45.2,>99.5,32.7,,1.8,0.8,1.09,13.625,6.89,86.125,1,86.125,<0.5,>99.5,53.4,<0.5,>95,2.1,3.8,<0.5,2.6,<0.5,31.5,13.6,86.4,39.1,0.9,<0.5,<0.5,<0.5,>99.5,31.5,59.7,94.5,>95,>95,5.1,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,4.8,23.2,8,Marketing Managers,18.1,18.3986939,81.6013061,5.0571500,10.0349873,7.5514025,5.69876331,90
64,112033,11203X,1120XX,Fundraising managers,112033,31810,64.24,133620,detailed,cross-industry,52.8,>99.5,43.6,56,<0.5,<0.5,1.07,13.375,6.84,85.5,1,85.5,<0.5,>99.5,44,<0.5,>99.5,3.8,<0.5,<0.5,<0.5,<0.5,26.5,13.5,86.5,31.1,<0.5,<0.5,<0.5,<0.5,>99.5,26.5,20.7,89.5,>99.5,>99.5,2.7,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,18.3,<50,1,Fundraising Managers,3.4,16.1965214,83.8034786,7.2121327,9.7445891,3.9750634,3.178426755,364
34,113061,11306X,1130XX,Purchasing managers,113061,77530,70.53,146710,detailed,cross-industry,53.9,98,33.1,45.5,,,1.1,13.75,7,87.5,1,87.5,2,>99.5,54.5,<0.5,>99.5,3.7,2.5,<0.5,13.8,<0.5,3.5,13.5,86.5,19.5,0.8,<0.5,<0.5,<0.5,>99.5,3.5,47.1,77.1,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,0.8,<0.5,<0.5,<0.5,<0.5,9.3,36,2,Purchasing Managers,25.5,20.5441234,79.4558766,8.8110627,10.0289343,5.9022246,4.261987074,279
79,439061,43906X,4390XX,"Office clerks, general",439061,2496370,20.94,43560,detailed,cross-industry,60.6,90.2,47.6,,5.5,8.6,1,12.5,6.49,81.125,1,81.125,9.8,78.5,50.9,<0.5,>99.5,4.3,23.9,2,14.1,3.8,7.8,13.3,86.7,<0.5,83.6,<0.5,<0.5,0.6,99.4,7.8,8.2,2.2,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,21.5,<0.5,5.1,9.2,50,Office Clerks,21.7,27.6547757,72.3452243,12.4061331,18.0909196,6.0354161,4.586287181,8
82,436011,43601X,4360XX,Executive secretaries and executive administrative assistants,436011,483570,35.42,73680,detailed,cross-industry,50.3,96.5,36.2,<45,1.5,6.1,1.04,13,6.89,86.125,1,86.125,3.5,88.7,61.7,<0.5,>99.5,1.7,12,<0.5,7.6,1.2,8.3,13.1,86.9,,,<0.5,<0.5,0.8,>99.5,8.4,23.1,20.3,>99.5,>99.5,<5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,11.3,<0.5,,,10,Executive Assistants,12.5,21.5767932,78.4232068,10.2652401,12.2506101,4.3449820,3.027272499,64
46,434151,43415X,4341XX,Order clerks,434151,91830,20.93,43530,detailed,cross-industry,37.2,91.6,32.5,,2.1,7,1.03,12.875,6.92,86.5,1,86.5,8.4,81.3,56.2,<0.5,96.8,3.8,10.1,1.6,9.1,,0.9,12.9,87.1,<0.5,90.6,<0.5,<0.5,<0.5,>95,0.9,13.2,<10,>90,>90,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,18.7,<0.5,7.7,<5,2,Order Clerks,11.4,33.9828509,66.0171491,20.5508589,16.7015393,3.1485342,2.978914898,257
9,132081,13208X,1320XX,"Tax examiners and collectors, and revenue agents",132081,50250,31.43,65370,detailed,cross-industry,30.7,74.3,23.9,44.2,<0.5,<0.5,1.02,12.75,6.98,87.25,1,87.25,25.7,86.5,55.8,<0.5,>99.5,<15,7.7,<0.5,<0.5,,31.5,12.7,87.3,<35,22.7,<0.5,<0.5,<0.5,>99.5,31.5,,22,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,13.5,<0.5,<10,29.2,2,Tax Examiners,13,33.2404022,66.7595978,18.2331926,14.7255602,6.6580058,2.407275089,334
89,113031,11303X,1130XX,Financial managers,113031,787340,84.05,174820,detailed,cross-industry,44.7,93.5,33.8,,<0.5,4.9,1.02,12.75,7.07,88.375,1,88.375,6.5,>99.5,55.7,<0.5,>99.5,1.2,6.3,<0.5,5.4,<0.5,15.3,12.6,87.4,24.8,1.7,<0.5,<0.5,<0.5,>99.5,15.4,40.8,67.7,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,8,25.9,16,Financial Managers,27.2,21.6396993,78.3603007,7.9420754,12.1183637,7.7494810,4.889437864,39
44,131131,13113X,1311XX,Fundraisers,131131,101730,34.02,70760,detailed,cross-industry,50.8,,20.9,53.8,<0.5,<0.5,0.99,12.375,6.79,84.875,1,84.875,,99.3,,<0.5,>99.5,12.5,3.4,<0.5,<0.5,,47.7,12.6,87.4,29.8,28.4,<0.5,<0.5,<0.5,>99.5,49.4,66.8,67.5,>99.5,>99.5,,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,0.7,<0.5,4.8,19.2,3,Fundraisers,3.7,13.1775681,86.8224319,4.9033912,6.3761830,3.9106861,1.867113565,243
64,271024,27102X,2710XX,Graphic designers,271024,212720,31.11,64700,detailed,cross-industry,52.1,96.8,45.3,50.1,,,0.98,12.25,6.95,86.875,1,86.875,3.2,>90,,<0.5,95.7,9.7,9.7,<0.5,15.6,,9.8,12.3,87.7,15.4,47.1,<0.5,<0.5,<0.5,>99.5,,30.9,45.9,>95,>95,<0.5,<0.5,<0.5,>95,<0.5,<0.5,<0.5,<0.5,<0.5,<10,<0.5,8.3,20.5,5,Graphic Designers,26.4,19.0942114,80.9057886,5.1074581,12.2145417,8.4057061,6.116237792,139
32,434161,43416X,4341XX,"Human resources assistants, except payroll and timekeeping",434161,101440,23.46,48800,detailed,cross-industry,54.7,94.2,36.9,<50,3.4,5.3,0.96,12,6.9,86.25,1,86.25,5.8,94.3,57.6,<0.5,>99.5,<0.5,13.4,<5,8.6,1.8,4.6,12.2,87.8,1.1,73.1,<0.5,<0.5,<0.5,>99.5,2.8,16.4,9,>99.5,>99.5,<5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,5.7,<0.5,14.6,9.1,3,HR Assistants,19.3,32.8360535,67.1639465,16.6228320,16.3775945,6.2020188,4.806416453,246
91,131111,13111X,1311XX,Management analysts,131111,838140,55.54,115530,detailed,cross-industry,33,>99.5,22,34.3,<0.5,<5,0.98,12.25,6.89,86.125,1,86.125,<0.5,99.1,65.7,<0.5,>99.5,2.9,1.7,<5,1.5,<0.5,14.3,12.2,87.8,,,<0.5,<0.5,<0.5,>99.5,14.5,61.3,83.6,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,0.9,<0.5,,,17,Management Analysts,10.2,23.9112939,76.0887061,7.7434369,8.0803628,10.5207192,6.774360673,37
85,113021,11302X,1130XX,Computer and information systems managers,113021,592600,86.88,180720,detailed,cross-industry,45.7,99,29.6,,1.2,4.7,0.96,12,7.08,88.5,1,88.5,1,>99.5,62.8,<0.5,>99.5,<0.5,11.4,<0.5,5.8,3.8,,12,88,23.4,<5,<0.5,<0.5,<0.5,>99.5,20.1,64.9,92.1,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,0.6,<0.5,0.8,<0.5,<0.5,<0.5,<0.5,<20,18,12,IT Managers,6.3,26.0292394,73.9707606,6.1395933,7.4776395,14.1507380,7.717218358,56
77,132052,13205X,1320XX,Personal financial advisors,132052,272190,72.44,150670,detailed,cross-industry,27.4,>65,12.5,43.4,<0.5,<0.5,0.95,11.875,7.08,88.5,1,88.5,<35,>65,56.6,<0.5,>99.5,<20,<15,<0.5,<0.5,<0.5,39.9,11.8,88.2,24.8,9,<0.5,<0.5,<0.5,>99.5,37.7,28.5,73.4,>99.5,>99.5,<20,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<35,<0.5,5.1,28,6,Financial Advisors,62.4,28.5560439,71.4439561,6.1749050,8.3726301,6.1418565,3.838789434,119
5,232011,23201X,2320XX,Paralegals and legal assistants,232011,354890,31.95,66460,detailed,cross-industry,43.2,89.1,24.4,,1.4,4.4,0.93,11.625,6.84,85.5,1,85.5,10.9,>90,50.5,<0.5,>99.5,<0.5,10.8,<0.5,5.8,<0.5,16.6,11.8,88.2,9.7,29.8,<0.5,<0.5,<0.5,>99.5,14.1,32.2,24.1,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<10,<0.5,16.1,25.7,8,Paralegals,5.1,20.4437956,79.5562044,9.0789308,16.8934981,3.9411391,3.240423028,93
82,439022,43902X,4390XX,Word processors and typists,439022,37200,22.68,47170,detailed,cross-industry,40.2,>50,27.8,32.4,<0.5,<40,0.87,10.875,6.75,84.375,1,84.375,<50,75.9,67.6,<0.5,>95,<0.5,4.6,<0.5,<40,<0.5,<0.5,11.3,88.7,<0.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,5.9,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>95,<0.5,<0.5,<0.5,<0.5,<0.5,24.1,<0.5,<0.5,<0.5,1,Word Processors,40.3,29.1217276,70.8782724,13.5874287,13.8412401,6.8503535,4.037986543,355
20,434131,43413X,4341XX,Loan interviewers and clerks,434131,203940,23.4,48660,detailed,cross-industry,32.1,88.3,10.7,,<0.5,<0.5,0.87,10.875,7.05,88.125,1,88.125,11.7,,72.6,<0.5,>99.5,<0.5,7.1,<0.5,<0.5,,<0.5,11.1,88.9,6.9,72,<0.5,<0.5,<0.5,>99.5,<0.5,18.5,5.6,>99.5,>85,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,,<0.5,<0.5,18.4,5,Loan Clerks,6.2,24.5930599,75.4069401,12.1407606,13.0890559,5.0214495,2.076573235,146
30,131071,13107X,1310XX,Human resources specialists,131071,895970,36.57,76060,detailed,cross-industry,37.7,98.9,27.4,<50,1.1,1.8,0.84,10.5,7.17,89.625,1,89.625,1.1,95.7,55.5,<0.5,>99.5,1.6,5.3,0.9,2.9,<0.5,11.2,10.5,89.5,18.4,19.7,<0.5,<0.5,<0.5,>99.5,11,36.9,56.9,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,4.3,<0.5,11.5,27.4,18,HR Specialists,28.6,27.7008674,72.2991326,14.1921931,13.9271948,5.4269904,3.832985356,33
99,439021,43902X,4390XX,Data entry keyers,439021,154230,19.29,40130,detailed,cross-industry,66.3,94.9,59.6,65.8,<0.5,9.3,0.79,9.875,7.03,87.875,1,87.875,5.1,72.2,,<0.5,86.9,<0.5,,<0.5,9.3,,<10,10.2,89.8,<0.5,92.9,<0.5,<0.5,<0.5,>99.5,<10,9,<0.5,>99.5,>90,<0.5,<0.5,<0.5,95.3,<0.5,<0.5,<20,<0.5,<0.5,27.8,<0.5,<0.5,<5,4,Data Entry Clerks,13.1,29.1217276,70.8782724,13.9734405,16.9732189,6.7250048,3.886185251,185
55,151211,15121X,1512XX,Computer systems analysts,151211,498810,53.27,110800,detailed,cross-industry,28.9,97.3,18.9,,<0.5,3,0.79,9.875,7.12,89,1,89,2.7,>99.5,64.5,<0.5,98.9,<0.5,10.6,<0.5,3.1,<0.5,3,10.1,89.9,,,<0.5,<0.5,<0.5,>99.5,2.9,54.9,82.1,>99.5,>80,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,,,10,Systems Analysts,3.7,33.1277500,66.8722500,9.8148259,9.2230479,16.0962126,9.133756817,62
83,435032,43503X,4350XX,"Dispatchers, except police, fire, and ambulance",435032,206090,24.44,50830,detailed,cross-industry,42,77.5,20.9,,3.7,3.1,0.82,10.25,7.57,94.625,1,94.625,22.5,43.6,55.2,<0.5,>99.5,6.7,7.2,<5,6.8,<0.5,4.3,9.6,90.4,<15,78.2,<0.5,<0.5,<0.5,>95,4.3,2,<0.5,>99.5,>85,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,1.3,56.4,<0.5,<5,3,5,Dispatchers,28.3,21.2599658,78.7400342,13.8931250,20.3043761,3.0865684,5.692894918,144
76,439041,43904X,4390XX,Insurance claims and policy processing clerks,439041,241650,23.81,49530,detailed,cross-industry,44.4,97.7,33.4,27,<0.5,<30,0.74,9.25,6.99,87.375,1,87.375,2.3,85.4,73,<0.5,>95,16.2,22.3,<0.5,<30,,16.2,9.6,90.4,<15,87.2,<0.5,<0.5,<0.5,>99.5,16.2,15.7,2.3,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,14.6,<0.5,4,1.8,5,Insurance Clerks,12.8,29.7047970,70.2952030,18.2390158,15.0646174,3.3611968,2.488168791,128
23,433031,43303X,4330XX,"Bookkeeping, accounting, and auditing clerks",433031,1501910,23.84,49580,detailed,cross-industry,47.4,96.9,36.6,<50,3.3,6,0.73,9.125,6.97,87.125,1,87.125,3.1,96.3,56.9,<0.5,98.8,1.2,12.1,<0.5,9.3,3,8.4,9.4,90.6,4.5,67.6,<0.5,<0.5,<0.5,>99.5,8.4,19.2,10.2,>99.5,>99.5,<0.5,<0.5,<0.5,98.6,<0.5,<0.5,<0.5,<0.5,<0.5,3.7,<0.5,9.7,13.5,31,Bookkeepers,25.9,17.9993897,82.0006103,6.9612515,12.6420432,5.1212378,3.594106611,16
88,132051,13205X,1320XX,Financial and investment analysts,132051,325220,54.3,112950,detailed,cross-industry,31,>90,19.5,<45,<0.5,<5,0.74,9.25,7.31,91.375,1,91.375,<10,>90,63.8,<0.5,>99.5,<0.5,2.2,<0.5,<5,<5,6,9.2,90.8,19.1,9.6,<0.5,<5,<5,>99.5,6,47.9,94.6,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,<10,<0.5,12.7,20.6,7,Financial Analysts,,28.5560439,71.4439561,7.2291595,9.5702397,14.7671973,7.655370463,102
86,413021,41302X,4130XX,Insurance sales agents,413021,457510,38.32,79700,detailed,cross-industry,35.5,97.2,27.5,34.3,<0.5,<5,0.72,9,7.33,91.625,1,91.625,2.8,97.3,65.7,<0.5,>99.5,15.5,<10,<0.5,<5,<0.5,36.1,9.1,90.9,22.4,38.6,<0.5,<0.5,<0.5,>99.5,35.9,39.6,10.8,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,2.7,<0.5,3.5,21.6,10,Insurance Agents,14.3,19.3509804,80.6490196,9.4342297,14.3047332,3.9484534,3.298967006,70
